id,cv_id,jd_id,cv_text,jd_text,label,job_category
1666,CV_1666,JD_174,"Junior Software Engineer with 2+ years of experience. Proficient in System Design, Python, Java. Strong problem-solving and communication skills.","We are hiring Junior Software Engineer. Requirements: 7+ years experience in System Design, Git, Agile, Python, Algorithms. Bachelor's degree required.",1,Software Engineer
338,CV_0338,JD_338,"Senior System Administrator with 5+ years of experience. Proficient in Algorithms, Git, Agile. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 6+ years experience in Git, Agile, Algorithms. Bachelor's degree required.",1,System Administrator
748,CV_0748,JD_206,"Junior Cloud Architect with 4+ years of experience. Proficient in Java, Python, Git, System Design, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior UI/UX Designer. Requirements: 5+ years experience in System Design, Java, Git, Python, Data Structures. Bachelor's degree required.",0,Cloud Architect
1831,CV_1831,JD_442,"Junior DevOps Engineer with 2+ years of experience. Proficient in CI/CD, Kubernetes, AWS, Terraform. Strong problem-solving and communication skills.","We are hiring Junior DevOps Engineer. Requirements: 2+ years experience in CI/CD, Jenkins, AWS, Kubernetes, Docker. Bachelor's degree required.",1,DevOps Engineer
1100,CV_1100,JD_066,"Senior Product Manager with 4+ years of experience. Proficient in Product Strategy, JIRA, Agile, Scrum, Analytics. Strong problem-solving and communication skills.","We are hiring Senior Product Manager. Requirements: 7+ years experience in JIRA, Product Strategy, Roadmapping. Bachelor's degree required.",1,Product Manager
2010,CV_2010,JD_431,"Senior Data Analyst with 5+ years of experience. Proficient in SQL, Python, Power BI, Tableau, Data Visualization. Strong problem-solving and communication skills.","We are hiring Senior Data Analyst. Requirements: 3+ years experience in Power BI, Excel, Tableau. Bachelor's degree required.",1,Data Analyst
2169,CV_2169,JD_495,"Senior Project Manager with 3+ years of experience. Proficient in System Design, Algorithms, Python, Agile, Java. Strong problem-solving and communication skills.","We are hiring Senior Project Manager. Requirements: 3+ years experience in Agile, Data Structures, Python, Algorithms. Bachelor's degree required.",1,Project Manager
838,CV_0838,JD_399,"Junior Product Manager with 4+ years of experience. Proficient in JIRA, Roadmapping, Scrum, Product Strategy. Strong problem-solving and communication skills.","We are hiring Junior Product Manager. Requirements: 5+ years experience in Product Strategy, Roadmapping, JIRA, Agile, User Research. Bachelor's degree required.",1,Product Manager
2349,CV_2349,JD_340,"Senior UI/UX Designer with 8+ years of experience. Proficient in Agile, Algorithms, Git, Java, System Design. Strong problem-solving and communication skills.","We are hiring Senior Network Engineer. Requirements: 4+ years experience in Agile, Git, System Design, Python, Data Structures. Bachelor's degree required.",0,UI/UX Designer
2047,CV_2047,JD_033,"Senior Machine Learning Engineer with 5+ years of experience. Proficient in Python, Java, Data Structures, Agile. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 7+ years experience in Java, Data Structures, Algorithms. Bachelor's degree required.",1,Machine Learning Engineer
2113,CV_2113,JD_307,"Junior Mobile Developer with 5+ years of experience. Proficient in Data Structures, Python, Git, System Design, Java. Strong problem-solving and communication skills.","We are hiring Junior Cloud Architect. Requirements: 2+ years experience in Data Structures, Java, Agile. Bachelor's degree required.",0,Mobile Developer
1362,CV_1362,JD_172,"Senior UI/UX Designer with 4+ years of experience. Proficient in Python, Data Structures, System Design, Java. Strong problem-solving and communication skills.","We are hiring Senior UI/UX Designer. Requirements: 4+ years experience in Data Structures, Agile, Python, Java, Algorithms. Bachelor's degree required.",1,UI/UX Designer
956,CV_0956,JD_004,"Junior Security Engineer with 4+ years of experience. Proficient in Java, Python, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Security Engineer. Requirements: 2+ years experience in Git, System Design, Algorithms. Bachelor's degree required.",1,Security Engineer
1770,CV_1770,JD_434,"Mid-level Mobile Developer with 7+ years of experience. Proficient in Data Structures, Git, System Design, Agile, Java. Strong problem-solving and communication skills.","We are hiring Mid-level UI/UX Designer. Requirements: 7+ years experience in Algorithms, Agile, Git, Data Structures, Java. Bachelor's degree required.",0,Mobile Developer
1287,CV_1287,JD_103,"Senior DevOps Engineer with 4+ years of experience. Proficient in Terraform, Git, Jenkins. Strong problem-solving and communication skills.","We are hiring Senior DevOps Engineer. Requirements: 5+ years experience in AWS, Terraform, CI/CD. Bachelor's degree required.",1,DevOps Engineer
519,CV_0519,JD_403,"Junior QA Engineer with 8+ years of experience. Proficient in Python, Git, Algorithms, Data Structures, Agile. Strong problem-solving and communication skills.","We are hiring Junior QA Engineer. Requirements: 2+ years experience in Algorithms, Python, Agile. Bachelor's degree required.",1,QA Engineer
43,CV_0043,JD_109,"Senior Fullstack Developer with 4+ years of experience. Proficient in Git, Java, System Design, Algorithms, Python. Strong problem-solving and communication skills.","We are hiring Senior Frontend Developer. Requirements: 2+ years experience in HTML5, Vue.js, React. Bachelor's degree required.",0,Fullstack Developer
912,CV_0912,JD_414,"Mid-level Product Manager with 5+ years of experience. Proficient in JIRA, Roadmapping, Analytics. Strong problem-solving and communication skills.","We are hiring Mid-level Product Manager. Requirements: 3+ years experience in Product Strategy, Scrum, JIRA, Agile, Analytics. Bachelor's degree required.",1,Product Manager
732,CV_0732,JD_352,"Senior Cloud Architect with 6+ years of experience. Proficient in Agile, System Design, Python. Strong problem-solving and communication skills.","We are hiring Senior Project Manager. Requirements: 2+ years experience in Java, Git, Python, System Design. Bachelor's degree required.",0,Cloud Architect
1430,CV_1430,JD_337,"Junior Cloud Architect with 3+ years of experience. Proficient in Git, Python, Agile. Strong problem-solving and communication skills.","We are hiring Junior Mobile Developer. Requirements: 4+ years experience in System Design, Git, Algorithms, Agile, Java. Bachelor's degree required.",0,Cloud Architect
2233,CV_2233,JD_119,"Mid-level Mobile Developer with 2+ years of experience. Proficient in Git, Java, System Design, Agile, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level Mobile Developer. Requirements: 5+ years experience in Data Structures, Git, Python, Agile, Algorithms. Bachelor's degree required.",1,Mobile Developer
2391,CV_2391,JD_421,"Senior Product Manager with 2+ years of experience. Proficient in Product Strategy, User Research, JIRA. Strong problem-solving and communication skills.","We are hiring Senior Product Manager. Requirements: 5+ years experience in JIRA, Product Strategy, User Research, Roadmapping, Analytics. Bachelor's degree required.",1,Product Manager
662,CV_0662,JD_202,"Junior Backend Developer with 8+ years of experience. Proficient in Java, Node.js, REST APIs, Django. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 2+ years experience in REST APIs, Node.js, Spring Boot, Java, Django. Bachelor's degree required.",1,Backend Developer
913,CV_0913,JD_087,"Junior Business Analyst with 3+ years of experience. Proficient in System Design, Agile, Java, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior Business Analyst. Requirements: 5+ years experience in System Design, Data Structures, Agile, Python. Bachelor's degree required.",1,Business Analyst
485,CV_0485,JD_348,"Mid-level Mobile Developer with 5+ years of experience. Proficient in Java, Git, Algorithms. Strong problem-solving and communication skills.","We are hiring Mid-level Mobile Developer. Requirements: 4+ years experience in Python, Data Structures, Algorithms. Bachelor's degree required.",1,Mobile Developer
462,CV_0462,JD_458,"Senior Database Administrator with 7+ years of experience. Proficient in Agile, Java, System Design. Strong problem-solving and communication skills.","We are hiring Senior Data Analyst. Requirements: 5+ years experience in Statistics, Python, Power BI, Data Visualization. Bachelor's degree required.",0,Database Administrator
252,CV_0252,JD_201,"Mid-level Database Administrator with 6+ years of experience. Proficient in Java, Git, Agile, Algorithms, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 4+ years experience in Python, Java, Git, Agile, System Design. Bachelor's degree required.",1,Database Administrator
1359,CV_1359,JD_011,"Mid-level System Administrator with 2+ years of experience. Proficient in Python, Agile, Data Structures, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Security Engineer. Requirements: 3+ years experience in System Design, Agile, Python, Git, Java. Bachelor's degree required.",0,System Administrator
1829,CV_1829,JD_378,"Junior QA Engineer with 2+ years of experience. Proficient in Git, Data Structures, System Design, Python, Agile. Strong problem-solving and communication skills.","We are hiring Junior QA Engineer. Requirements: 6+ years experience in Data Structures, Python, Agile, Git, System Design. Bachelor's degree required.",1,QA Engineer
667,CV_0667,JD_393,"Junior QA Engineer with 6+ years of experience. Proficient in System Design, Agile, Git, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Network Engineer. Requirements: 6+ years experience in Git, Algorithms, Java, Data Structures, System Design. Bachelor's degree required.",0,QA Engineer
1561,CV_1561,JD_263,"Mid-level Security Engineer with 6+ years of experience. Proficient in Data Structures, Python, Git. Strong problem-solving and communication skills.","We are hiring Mid-level Network Engineer. Requirements: 4+ years experience in Python, Agile, Algorithms, Java, Git. Bachelor's degree required.",0,Security Engineer
